"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed Jun 12 21:17:50 GMT 2024","Wed Jun 12 21:17:50 GMT 2024","0","","GPathJSONTest","","GPathJSONTest","extractMapWithFindAndFindAllWithParameters","extractMapWithFindAndFindAllWithParameters()",""
"passed","Wed Jun 12 21:17:55 GMT 2024","Wed Jun 12 21:17:56 GMT 2024","414","","VideoGameTest","","VideoGameTest","getSingleGame","getSingleGame()",""
"skipped","Wed Jun 12 21:17:50 GMT 2024","Wed Jun 12 21:17:50 GMT 2024","0","","GPathJSONTest","","GPathJSONTest","extractMapOfElementsWithFind","extractMapOfElementsWithFind()",""
"passed","Wed Jun 12 21:17:52 GMT 2024","Wed Jun 12 21:17:53 GMT 2024","424","","VideoGameTest","","VideoGameTest","updateGame","updateGame()",""
"passed","Wed Jun 12 21:17:56 GMT 2024","Wed Jun 12 21:17:57 GMT 2024","479","","VideoGameTest","","VideoGameTest","testVideoGameSerializationByJSON","testVideoGameSerializationByJSON()",""
"skipped","Wed Jun 12 21:17:50 GMT 2024","Wed Jun 12 21:17:50 GMT 2024","0","","GPathJSONTest","","GPathJSONTest","extractListOfValuesWithFindAll","extractListOfValuesWithFindAll()",""
"passed","Wed Jun 12 21:17:51 GMT 2024","Wed Jun 12 21:17:51 GMT 2024","422","","VideoGameTest","","VideoGameTest","captureResponseTime","captureResponseTime()",""
"skipped","Wed Jun 12 21:17:50 GMT 2024","Wed Jun 12 21:17:50 GMT 2024","0","","FootballTest","","FootballTest","extractHeaders","extractHeaders()",""
"passed","Wed Jun 12 21:17:50 GMT 2024","Wed Jun 12 21:17:50 GMT 2024","438","","GPathXMLPathTest","","GPathXMLPathTest","getSingleNode","getSingleNode()",""
"skipped","Wed Jun 12 21:17:50 GMT 2024","Wed Jun 12 21:17:50 GMT 2024","0","","GPathJSONTest","","GPathJSONTest","extractMapWithFindAllWithParameters","extractMapWithFindAllWithParameters()",""
"passed","Wed Jun 12 21:17:50 GMT 2024","Wed Jun 12 21:17:50 GMT 2024","427","","GPathXMLPathTest","","GPathXMLPathTest","getAtrtributes","getAtrtributes()",""
"skipped","Wed Jun 12 21:17:50 GMT 2024","Wed Jun 12 21:17:50 GMT 2024","0","","GPathJSONTest","","GPathJSONTest","extractSingleValueWithFind","extractSingleValueWithFind()",""
"passed","Wed Jun 12 21:17:49 GMT 2024","Wed Jun 12 21:17:50 GMT 2024","445","","GPathXMLPathTest","","GPathXMLPathTest","getSingleElementDepthFirstSearch","getSingleElementDepthFirstSearch()",""
"passed","Wed Jun 12 21:17:52 GMT 2024","Wed Jun 12 21:17:52 GMT 2024","417","","VideoGameTest","","VideoGameTest","getAllGames","getAllGames()",""
"passed","Wed Jun 12 21:17:45 GMT 2024","Wed Jun 12 21:17:48 GMT 2024","2646","","GPathXMLPathTest","","GPathXMLPathTest","getXMLNodesWithAttribute","getXMLNodesWithAttribute()",""
"skipped","Wed Jun 12 21:17:50 GMT 2024","Wed Jun 12 21:17:50 GMT 2024","0","","GPathJSONTest","","GPathJSONTest","extractMultiplleValuesAndSumThem","extractMultiplleValuesAndSumThem()",""
"passed","Wed Jun 12 21:17:48 GMT 2024","Wed Jun 12 21:17:48 GMT 2024","479","","GPathXMLPathTest","","GPathXMLPathTest","getFirstGameInList","getFirstGameInList()",""
